,Density,Molar Volume,Freely Rotatable Bonds,H Acceptors,H Donors,Molecular Weight,Polar Surface Area,Boiling Point
417,1.33,245.1,4.0,3.0,0.0,327.23,60.2,530.1
418,1.257,230.7,6.0,4.0,0.0,290.24,52.6,337.7
419,1.649,163.2,2.0,6.0,2.0,269.21,105.0,664.9
420,1.39,192.4,1.0,5.0,0.0,268.27,67.3,470.7
421,1.81,148.0,1.0,9.0,3.0,269.22,129.0,
422,1.09,227.6,2.0,2.0,0.0,248.75,17.8,340.8
423,,,,,,,,
424,1.325,302.1,9.0,9.0,3.0,400.43,120.0,629.2
425,1.403,188.2,5.0,4.0,2.0,264.2,66.8,390.5
426,,,,,,,,
427,1.569,182.3,3.0,7.0,2.0,286.24,107.0,584.4
428,2.12,139.8,2.0,8.0,0.0,297.27,174.0,637.7
429,1.212,217.9,5.0,5.0,1.0,264.27,57.2,415.4
430,1.434,376.7,9.0,6.0,0.0,540.29,66.4,667.3
431,1.327,229.2,5.0,5.0,3.0,304.34,79.2,526.9
432,1.6,144.6,3.0,5.0,2.0,232.28,127.0,393.7
433,1.382,129.8,2.0,2.0,0.0,179.55,22.1,32.0
434,1.11,181.5,3.0,3.0,0.0,203.24,31.2,333.5
435,1.283,180.9,4.0,5.0,2.0,232.24,74.4,427.3
436,1.578,253.7,7.0,8.0,5.0,400.38,145.0,600.5
437,1.343,137.7,5.0,5.0,0.0,185.18,55.6,256.8
438,1.042,222.8,5.0,2.0,2.0,232.32,40.5,395.1
439,0.983,147.5,4.0,3.0,2.0,145.2,49.3,
440,1.398,234.7,7.0,7.0,2.0,328.32,101.0,606.0
441,,,,,,,,
442,,,,,,,,
443,1.075,142.3,3.0,3.0,1.0,153.18,61.1,315.9
444,,,,,,,,
445,1.539,158.0,1.0,4.0,0.0,216.19,48.7,414.8
446,1.277,153.6,0.0,2.0,0.0,196.2,26.3,351.0
447,1.219,173.9,4.0,5.0,1.0,212.2,65.0,376.3
448,1.033,176.2,4.0,3.0,0.0,182.22,27.7,
449,1.52,201.7,5.0,6.0,0.0,308.34,142.0,478.8
450,1.197,148.8,4.0,3.0,1.0,178.18,46.5,306.6
451,1.244,114.5,2.0,2.0,2.0,142.59,38.9,
452,1.223,128.4,1.0,2.0,0.0,157.17,30.0,314.3
453,1.011,176.1,2.0,2.0,0.0,178.23,26.3,
454,1.29,267.4,0.0,4.0,2.0,346.47,30.5,531.8
455,1.406,132.6,2.0,4.0,1.0,186.6,57.9,318.1
456,1.882,142.4,4.0,7.0,5.0,268.1,155.0,650.0
457,0.9818,93.7,1.0,2.0,1.0,96.13,28.7,
458,1.304,283.9,7.0,6.0,3.0,370.4,96.2,623.0
459,1.192,171.9,2.0,1.0,0.0,204.65,9.23,
460,1.445,134.3,1.0,4.0,0.0,194.21,87.0,336.5
461,1.024,101.5,1.0,2.0,0.0,104.11,47.6,244.7
462,1.42,176.5,2.0,3.0,1.0,251.33,95.7,
463,1.228,104.2,1.0,3.0,1.0,128.13,46.5,318.1
464,1.47,714.6,24.0,23.0,10.0,1055.12,338.0,1137.4
465,1.325,194.4,2.0,4.0,0.0,257.68,51.8,436.6
466,1.288,222.3,0.0,0.0,0.0,286.5,101.0,378.2
467,1.435,152.6,3.0,5.0,2.0,219.19,75.6,454.7
468,1.76,231.5,0.0,2.0,0.0,408.13,6.48,538.1
469,1.31,329.5,6.0,8.0,1.0,432.46,112.0,568.9
470,1.284,427.1,2.0,7.0,2.0,548.63,72.4,
471,1.171,186.2,3.0,3.0,1.0,218.25,38.7,396.7
472,1.192,205.5,2.0,2.0,1.0,245.24,29.1,325.8
473,1.84,141.4,0.0,0.0,0.0,260.34,0.0,274.0
474,1.582,111.2,1.0,2.0,0.0,176.01,26.0,197.1
475,0.87,236.9,5.0,1.0,0.0,206.32,17.1,
476,1.049,332.1,4.0,2.0,0.0,348.48,26.3,504.6
477,1.13,234.4,5.0,4.0,4.0,266.34,76.8,440.7
478,1.76,180.9,2.0,7.0,3.0,320.19,131.0,731.7
479,1.373,141.3,4.0,3.0,2.0,194.15,48.9,299.2
480,1.344,149.1,3.0,4.0,1.0,200.62,57.9,329.2
481,1.48,78.2,0.0,3.0,0.0,116.14,58.0,162.8
482,1.19,182.4,2.0,4.0,1.0,218.25,52.9,355.3
483,1.273,168.2,0.0,3.0,0.0,214.22,39.4,382.6
484,1.306,289.6,5.0,6.0,0.0,378.38,71.1,611.5
485,1.259,239.1,2.0,8.0,0.0,301.29,92.0,417.8
486,1.72,117.8,0.0,4.0,1.0,203.22,82.6,490.9
487,1.24,256.3,6.0,4.0,0.0,320.34,52.6,454.4
488,1.99,171.2,1.0,3.0,0.0,341.99,30.4,
489,,,,,,,,
490,1.395,126.9,2.0,2.0,2.0,177.22,71.3,378.2
491,1.125,200.9,2.0,4.0,2.0,226.27,66.8,455.7
492,1.49,220.8,1.0,3.0,0.0,331.22,30.2,
493,1.62,226.5,2.0,5.0,0.0,368.17,54.0,398.2
494,1.361,219.0,3.0,4.0,2.0,298.33,58.9,472.5
495,1.51,98.6,0.0,4.0,2.0,149.15,57.3,
496,1.363,151.1,1.0,4.0,2.0,206.17,58.2,
497,1.029,162.4,4.0,1.0,0.0,167.27,38.2,246.3
498,1.38,230.7,4.0,8.0,0.0,319.31,104.0,476.5
499,1.447,368.0,15.0,9.0,7.0,532.54,160.0,801.2
500,2.055,131.8,1.0,1.0,0.0,270.97,41.1,278.3
501,1.47,98.9,1.0,3.0,1.0,145.54,45.7,408.4
502,1.24,201.3,4.0,5.0,2.0,251.28,67.8,438.2
503,1.45,151.3,3.0,2.0,1.0,220.34,116.0,361.5
504,,,,,,123.12,,
505,1.342,291.5,10.0,10.0,2.0,391.38,143.0,615.8
506,1.17,170.6,4.0,2.0,0.0,200.33,75.2,321.7
507,1.114,248.9,6.0,3.0,0.0,277.38,45.8,390.5
508,1.391,349.5,14.0,9.0,6.0,486.51,157.0,760.5
509,1.103,210.4,8.0,6.0,3.0,232.28,87.7,
510,1.534,220.3,5.0,1.0,0.0,338.13,9.23,321.5
511,1.641,154.2,2.0,5.0,2.0,253.21,66.6,429.1
512,1.401,219.8,2.0,3.0,1.0,308.17,46.2,489.5
513,1.744,157.6,4.0,6.0,2.0,275.06,98.1,368.9
514,1.143,204.7,6.0,4.0,0.0,234.25,52.6,354.7
515,1.324,149.2,3.0,2.0,1.0,197.66,23.5,
516,1.102,168.8,6.0,4.0,1.0,186.21,63.6,278.9
517,,,3.0,1.0,0.0,283.79,3.24,235.7
518,1.41,235.0,10.0,11.0,0.0,333.25,151.0,385.2
519,1.46,229.9,4.0,6.0,0.0,336.29,78.8,406.8
520,1.27,279.0,5.0,5.0,2.0,354.4,68.2,505.6
521,1.174,205.3,3.0,0.0,0.0,241.17,0.0,269.5
522,1.271,208.6,4.0,3.0,2.0,265.31,53.1,489.4
523,1.221,198.7,4.0,4.0,1.0,242.7,57.9,353.9
524,1.049,222.2,5.0,3.0,0.0,233.31,37.4,403.5
525,1.46,387.1,11.0,12.0,5.0,566.6,189.0,752.7
526,1.387,358.4,10.0,3.0,1.0,497.37,38.3,556.7
527,1.019,371.2,5.0,2.0,0.0,378.58,22.4,444.4
528,1.11,210.6,1.0,2.0,1.0,234.33,37.3,347.3
529,1.96,111.4,0.0,6.0,2.0,219.22,102.0,
530,1.562,194.6,2.0,3.0,1.0,304.13,42.0,385.8
531,1.54,153.9,4.0,9.0,1.0,238.16,137.0,397.0
532,1.45,238.1,5.0,7.0,0.0,346.77,84.8,526.5
533,1.23,175.6,1.0,1.0,0.0,217.09,17.1,288.6
534,,,,,,,,
535,1.193,246.6,4.0,5.0,1.0,294.34,80.7,438.5
536,1.84,164.4,1.0,8.0,0.0,302.68,94.6,390.2
537,1.567,325.5,7.0,8.0,0.0,510.38,122.0,480.8
538,1.14,147.1,3.0,4.0,0.0,168.19,50.8,264.0
539,1.578,305.5,10.0,10.0,6.0,482.44,166.0,782.0
540,1.225,174.7,2.0,3.0,0.0,214.22,35.5,383.3
541,1.41,150.0,0.0,4.0,0.0,212.2,62.5,403.8
542,1.206,175.8,2.0,2.0,0.0,212.24,18.5,346.7
543,1.322,174.1,2.0,3.0,0.0,230.29,63.3,401.2
544,2.12,365.3,9.0,11.0,3.0,775.03,137.0,
545,1.11,421.9,5.0,6.0,0.0,470.57,78.8,659.2
546,1.192,221.7,1.0,4.0,1.0,264.32,63.6,451.4
547,1.507,180.5,4.0,5.0,3.0,272.25,87.0,572.0
548,1.59,183.0,2.0,1.0,0.0,291.16,45.3,404.3
549,1.19,329.9,6.0,8.0,1.0,395.49,80.3,
550,1.445,278.4,9.0,8.0,5.0,402.4,137.0,707.9
551,1.365,232.6,3.0,3.0,0.0,317.69,39.2,381.6
552,1.33,165.1,2.0,1.0,0.0,220.16,9.23,186.0
553,1.38,248.0,2.0,4.0,0.0,344.37,76.0,459.5
554,1.08,190.9,5.0,3.0,0.0,206.24,35.5,356.9
555,1.442,535.6,12.0,7.0,0.0,772.48,96.0,853.2
556,0.961,368.6,5.0,2.0,0.0,354.53,18.5,447.0
557,1.25,352.1,7.0,7.0,0.0,441.91,96.8,558.5
558,1.234,577.2,12.0,10.0,4.0,712.83,142.0,975.0
559,1.26,218.0,2.0,4.0,0.0,275.31,43.9,404.9
560,1.3,168.0,0.0,2.0,0.0,219.24,21.5,
561,1.308,174.6,4.0,4.0,0.0,228.63,52.6,323.2
562,1.25,291.3,6.0,1.0,0.0,366.5,110.0,485.7
563,1.104,266.4,4.0,5.0,0.0,294.34,54.0,436.8
564,1.179,175.6,3.0,5.0,2.0,207.23,63.3,378.1
565,1.69,111.1,0.0,4.0,0.0,188.11,43.1,
566,0.834,182.3,4.0,1.0,0.0,152.23,9.23,195.1
567,1.231,226.8,3.0,3.0,0.0,279.28,37.4,436.0
568,,,,,,,,
569,1.39,342.7,9.0,10.0,1.0,478.49,135.0,591.9
570,1.42,166.8,2.0,3.0,2.0,238.08,48.8,304.0
571,1.811,217.8,5.0,4.0,2.0,394.59,58.9,499.1
572,1.256,428.7,11.0,10.0,4.0,538.68,167.0,
573,1.44,242.5,4.0,7.0,0.0,349.34,78.0,557.0
574,0.81,189.3,4.0,2.0,0.0,154.25,15.6,207.0
575,1.088,248.3,5.0,3.0,0.0,270.32,35.5,431.9
576,1.14,205.8,2.0,3.0,0.0,236.32,32.7,328.9
577,1.384,174.5,1.0,2.0,0.0,241.67,30.0,427.0
578,1.064,421.5,13.0,9.0,3.0,448.63,123.0,555.9
579,1.371,191.2,0.0,4.0,2.0,262.26,58.2,551.2
580,1.23,272.9,8.0,6.0,0.0,336.41,95.9,470.1
581,1.307,463.9,9.0,12.0,6.0,606.63,175.0,1004.0
582,1.37,161.4,3.0,6.0,3.0,221.26,84.4,362.4
583,1.44,206.9,1.0,6.0,0.0,299.33,54.8,515.5
584,1.26,188.6,4.0,5.0,0.0,238.24,69.7,368.4
585,1.227,255.9,5.0,5.0,0.0,314.33,54.0,470.6
586,1.55,322.9,9.0,4.0,0.0,501.25,38.8,553.3
587,1.06,339.1,8.0,5.0,1.0,362.46,72.8,470.2
588,1.12,148.9,2.0,5.0,0.0,167.21,45.8,257.0
589,1.32,201.2,2.0,5.0,0.0,266.25,83.1,454.3
590,1.42,133.0,0.0,3.0,1.0,189.24,71.2,329.5
591,1.42,233.2,4.0,5.0,0.0,332.4,118.0,518.5
592,1.45,143.5,4.0,7.0,2.0,209.16,111.0,383.2
593,1.659,154.9,2.0,4.0,1.0,257.07,49.4,367.7
594,1.593,411.9,13.0,10.0,2.0,656.27,146.0,718.7
595,1.47,315.8,5.0,6.0,1.0,464.35,60.4,533.5
596,1.888,103.7,1.0,0.0,0.0,195.85,0.0,120.6
597,1.18,289.4,0.0,4.0,0.0,342.44,95.2,573.5
598,1.44,233.3,2.0,5.0,0.0,336.22,56.5,552.3
599,1.42,284.4,1.0,2.0,0.0,405.7,26.3,504.5
600,,,,,,,,
601,1.135,81.7,2.0,2.0,0.0,74.08,26.3,
602,0.9425,103.2,2.0,1.0,0.0,84.12,17.1,103.0
603,0.948,112.0,2.0,2.0,1.0,99.13,29.1,
604,1.18,115.8,3.0,3.0,2.0,137.14,52.8,256.5
605,1.66,357.2,12.0,16.0,3.0,593.64,260.0,
606,1.351,123.3,0.0,2.0,1.0,166.61,28.7,374.7
607,1.285,180.2,2.0,2.0,1.0,231.68,29.1,275.6
608,1.415,90.5,2.0,2.0,2.0,128.1,40.5,259.3
609,1.055,168.8,4.0,2.0,1.0,178.23,29.5,320.9
610,1.065,191.7,3.0,2.0,1.0,204.27,37.3,318.0
611,1.12,222.5,3.0,3.0,0.0,244.38,51.8,164.0
612,1.589,186.4,9.0,8.0,4.0,296.23,141.0,557.1
613,1.175,292.9,6.0,5.0,2.0,344.4,68.2,509.7
614,1.811,200.5,4.0,14.0,1.0,363.2,205.0,543.5
615,2.12,70.9,1.0,7.0,3.0,151.13,94.0,480.5
616,1.26,150.6,2.0,4.0,0.0,191.18,47.9,296.4
617,1.206,116.1,3.0,3.0,1.0,140.14,50.4,241.2
618,1.478,188.2,2.0,3.0,2.0,278.3,53.0,567.5
619,1.112,199.7,5.0,4.0,0.0,222.24,44.8,384.4
620,1.81,375.0,2.0,11.0,3.0,680.85,227.0,
621,1.22,263.3,4.0,4.0,0.0,321.42,80.3,482.4
622,1.15,174.1,3.0,3.0,1.0,201.22,42.2,369.7
623,1.093,153.8,2.0,3.0,0.0,168.19,43.4,250.1
624,1.33,232.1,1.0,3.0,2.0,310.43,44.6,449.7
625,1.22,287.5,4.0,5.0,0.0,352.45,79.3,447.8
626,1.17,118.8,2.0,4.0,0.0,140.14,44.1,
627,1.416,144.7,2.0,3.0,2.0,205.13,52.3,176.3
628,1.3,190.2,5.0,2.0,0.0,248.7,51.6,300.6
629,1.63,88.4,0.0,1.0,0.0,144.22,41.4,
630,1.609,227.7,2.0,7.0,5.0,366.38,116.0,815.0
631,2.046,108.9,0.0,1.0,0.0,222.99,12.9,219.1
632,1.2,161.7,3.0,4.0,0.0,194.18,52.6,353.6
633,1.15,387.9,5.0,5.0,2.0,446.62,83.8,556.9
634,1.424,162.9,0.0,3.0,0.0,232.24,42.9,502.9
635,1.089,527.8,9.0,2.0,2.0,574.88,96.9,601.7
636,1.318,180.6,1.0,3.0,0.0,238.24,43.4,439.6
637,1.168,367.5,6.0,3.0,0.0,429.56,38.7,665.7
638,,,1.0,4.0,1.0,299.95,54.9,
639,1.103,244.9,1.0,2.0,0.0,270.37,18.5,363.7
640,1.166,135.6,5.0,4.0,1.0,158.15,63.6,286.7
641,1.33,187.8,2.0,4.0,1.0,251.3,71.6,435.5
642,1.26,147.0,2.0,2.0,0.0,185.27,82.9,404.2
643,1.568,171.6,0.0,3.0,1.0,269.15,41.6,268.0
644,1.06,299.3,5.0,4.0,0.0,318.49,50.8,357.6
645,1.175,209.4,4.0,4.0,0.0,246.26,44.8,387.6
646,1.26,129.2,1.0,4.0,0.0,163.18,39.4,
647,1.48,274.3,7.0,4.0,2.0,406.09,65.2,532.2
648,1.835,431.8,18.0,19.0,11.0,792.65,315.0,1172.8
649,1.11,277.9,7.0,3.0,0.0,308.8,35.5,399.2
650,,,6.0,6.0,0.0,522.51,70.6,606.9
651,1.41,269.6,2.0,6.0,0.0,380.44,60.8,573.2
652,1.364,187.8,2.0,6.0,2.0,256.26,84.0,
653,,,2.0,6.0,0.0,466.41,70.6,565.8
654,1.71,860.7,27.0,4.0,0.0,1472.49,54.6,665.0
655,1.39,128.7,3.0,6.0,2.0,180.16,93.9,384.3
656,1.43,161.5,3.0,6.0,1.0,231.21,88.3,478.1
657,1.159,136.3,6.0,4.0,1.0,158.15,63.6,312.6
658,1.931,98.8,1.0,2.0,1.0,191.02,29.5,299.9
659,1.289,185.4,6.0,7.0,0.0,239.23,88.3,358.6
660,1.38,161.9,1.0,2.0,1.0,224.28,64.9,472.2
661,1.316,217.4,5.0,3.0,0.0,286.25,43.4,317.9
662,1.4,320.5,6.0,7.0,1.0,451.73,84.9,585.0
663,1.321,315.0,5.0,8.0,2.0,416.42,104.0,650.4
664,1.095,301.4,13.0,7.0,0.0,330.37,64.6,413.3
665,1.036,222.2,3.0,1.0,0.0,230.35,9.23,309.7
666,2.176,229.6,3.0,2.0,0.0,499.82,25.8,443.3
667,1.06,184.3,6.0,4.0,0.0,197.23,40.5,271.3
668,1.13,219.5,4.0,4.0,0.0,248.27,44.8,403.9
669,1.122,318.4,5.0,2.0,0.0,357.33,18.5,318.6
670,1.191,187.2,7.0,5.0,0.0,223.23,72.1,347.2
671,1.675,112.2,0.0,3.0,1.0,188.01,41.6,375.0
672,1.51,202.7,4.0,6.0,3.0,307.33,156.0,615.9
673,1.92,120.9,3.0,8.0,3.0,232.2,108.0,540.5
674,1.75,191.6,3.0,6.0,0.0,336.17,117.0,254.4
675,1.443,277.2,8.0,8.0,3.0,400.38,115.0,657.1
676,1.92,138.8,4.0,7.0,4.0,267.31,135.0,630.5
677,1.05,171.0,1.0,2.0,0.0,180.24,26.3,247.2
678,1.39,265.1,9.0,11.0,0.0,370.31,151.0,441.6
679,0.938,305.0,0.0,1.0,0.0,286.45,17.1,396.4
680,1.35,230.1,7.0,7.0,2.0,311.34,95.9,555.3
681,1.35,195.6,5.0,6.0,1.0,264.23,86.0,410.2
682,1.16,138.8,1.0,3.0,0.0,161.2,30.2,
683,1.7,152.1,2.0,3.0,0.0,260.06,45.8,325.5
684,1.183,346.8,12.0,7.0,0.0,410.4,97.9,543.6
685,1.473,218.7,6.0,4.0,1.0,322.18,55.0,282.8
686,1.365,196.4,5.0,6.0,3.0,268.26,96.2,567.1
687,1.25,523.3,5.0,0.0,0.0,658.53,0.0,500.3
688,1.48,204.0,5.0,5.0,0.0,302.12,72.1,345.8
689,1.22,433.4,14.0,10.0,2.0,529.63,122.0,663.5
690,1.691,184.5,5.0,5.0,2.0,312.12,79.4,467.7
691,1.13,204.5,5.0,3.0,1.0,231.29,42.2,427.3
692,1.46,729.9,19.0,22.0,10.0,1070.1,340.0,
693,1.265,292.6,5.0,6.0,1.0,370.4,74.2,573.5
694,1.3,183.4,1.0,5.0,0.0,239.28,56.5,432.5
695,1.335,231.7,3.0,4.0,0.0,309.41,83.2,493.9
696,1.35,197.2,4.0,5.0,2.0,267.28,74.6,526.1
697,1.45,188.2,2.0,5.0,2.0,274.27,83.8,523.9
698,1.86,172.3,2.0,6.0,2.0,321.13,77.3,478.9
699,1.32,458.4,10.0,13.0,0.0,606.62,170.0,636.6
700,1.64,194.4,1.0,2.0,0.0,320.08,18.5,147.3
701,0.999,213.3,6.0,4.0,1.0,213.27,55.4,350.3
702,,,4.0,1.0,0.0,242.22,12.4,305.3
703,1.194,269.0,7.0,5.0,0.0,321.39,72.1,457.5
704,1.253,219.6,4.0,6.0,0.0,275.26,66.9,368.8
705,1.34,225.9,6.0,7.0,2.0,303.31,102.0,472.8
706,1.37,217.1,4.0,7.0,2.0,299.33,77.0,
707,1.09,235.0,4.0,5.0,0.0,258.32,42.7,441.7
708,1.17,262.2,4.0,4.0,0.0,307.34,55.7,460.1
709,1.419,234.8,4.0,6.0,1.0,333.36,96.2,561.0
710,1.15,167.3,1.0,5.0,3.0,193.25,73.7,323.0
711,1.312,228.3,3.0,3.0,1.0,299.75,42.2,511.9
712,1.53,287.0,4.0,7.0,1.0,439.85,102.0,717.0
713,1.37,187.5,2.0,4.0,1.0,257.31,72.9,423.0
714,,,,,,,,
715,1.21,162.1,3.0,2.0,0.0,196.29,98.2,349.0
716,1.325,196.3,4.0,7.0,0.0,260.25,84.1,456.2
717,1.218,190.5,3.0,4.0,0.0,232.23,56.5,397.1
718,1.305,332.1,5.0,6.0,1.0,433.54,114.0,723.8
719,1.402,392.8,7.0,6.0,0.0,550.86,59.1,579.6
720,1.296,274.8,3.0,6.0,1.0,356.37,74.2,550.6
721,1.245,249.2,4.0,4.0,1.0,310.34,47.9,449.4
722,1.399,253.1,7.0,6.0,3.0,354.35,104.0,638.5
723,1.334,189.0,1.0,5.0,1.0,252.27,69.0,
724,1.158,335.4,6.0,4.0,0.0,388.46,44.8,532.1
725,,,,,,,,
726,0.9,215.8,4.0,2.0,0.0,194.27,26.3,258.0
727,1.25,308.4,10.0,9.0,0.0,388.44,120.0,534.9
728,1.36,268.5,5.0,7.0,0.0,365.4,98.4,601.6
729,1.412,125.2,3.0,1.0,1.0,177.04,20.2,232.4
730,1.24,100.8,1.0,4.0,1.0,125.13,46.9,
731,1.239,242.4,6.0,4.0,1.0,300.38,76.5,475.4
732,1.368,263.9,4.0,5.0,1.0,361.32,64.1,468.5
733,0.94,212.0,5.0,4.0,0.0,201.3,47.9,218.3
734,,,1.0,0.0,0.0,256.46,0.0,332.6
735,1.596,188.5,0.0,4.0,0.0,301.13,51.6,
736,1.614,165.7,2.0,4.0,1.0,267.69,88.5,
737,1.347,281.5,4.0,6.0,1.0,379.33,65.5,456.9
738,1.06,261.4,5.0,4.0,0.0,279.38,30.9,342.2
739,1.33,152.7,2.0,3.0,1.0,204.15,41.5,271.0
740,1.227,215.3,4.0,5.0,0.0,264.27,46.2,341.5
741,1.276,186.7,3.0,6.0,0.0,238.24,66.9,334.3
742,1.54,216.9,6.0,11.0,0.0,335.27,139.0,
743,1.28,243.2,7.0,6.0,0.0,312.34,104.0,404.3
744,1.45,215.5,0.0,5.0,0.0,314.3,60.3,459.0
745,1.269,135.9,3.0,3.0,2.0,172.61,44.9,435.2
746,1.21,192.8,5.0,5.0,0.0,234.25,52.8,
747,1.297,192.0,3.0,6.0,1.0,249.22,77.8,
748,1.23,150.5,0.0,2.0,0.0,186.64,26.3,279.9
749,1.14,293.6,5.0,4.0,0.0,336.38,52.6,482.6
750,1.45,209.3,3.0,2.0,0.0,305.44,106.0,520.5
751,1.738,144.3,3.0,6.0,3.0,251.03,98.5,
752,1.336,329.4,14.0,13.0,2.0,440.41,168.0,487.5
753,0.95,250.7,6.0,3.0,0.0,239.39,34.7,295.6
754,1.547,218.8,2.0,2.0,0.0,338.66,42.5,389.0
755,1.262,280.6,9.0,6.0,1.0,354.35,82.1,598.5
756,,,,,,94.13,,
757,,,,,,144.19,,
758,1.171,103.3,2.0,2.0,2.0,121.14,43.1,82.5
759,1.26,171.1,4.0,2.0,4.0,216.3,77.3,361.0
760,0.989,134.5,0.0,1.0,1.0,133.19,12.0,
761,1.16,183.4,4.0,5.0,0.0,214.22,61.8,
762,1.292,102.0,0.0,0.0,0.0,132.08,0.0,94.6
763,1.0136,112.3,0.0,1.0,0.0,119.16,23.8,
764,1.14,165.4,2.0,3.0,0.0,189.21,31.2,357.9
765,1.102,197.9,4.0,3.0,0.0,218.25,43.4,
766,1.171,131.6,3.0,4.0,1.0,154.17,55.0,280.6
767,1.57,132.9,1.0,1.0,0.0,209.04,17.1,296.0
768,1.91,130.8,4.0,8.0,4.0,251.24,119.0,599.3
769,1.14,96.0,0.0,3.0,0.0,110.11,32.7,180.6
770,1.156,148.8,5.0,4.0,1.0,172.18,51.8,200.4
771,2.248,223.1,3.0,2.0,1.0,501.79,29.5,385.6
772,1.314,259.0,6.0,5.0,3.0,340.37,87.0,597.6
773,1.234,104.1,0.0,2.0,0.0,128.56,25.8,254.7
774,1.31,188.3,4.0,6.0,1.0,247.25,71.0,380.5
775,1.558,219.7,2.0,1.0,0.0,342.43,9.23,402.4
776,1.193,143.4,2.0,3.0,2.0,171.2,51.8,351.7
777,1.7,297.3,14.0,14.0,8.0,508.47,221.0,791.8
778,1.474,259.5,8.0,8.0,3.0,382.75,123.0,529.6
779,1.092,161.2,2.0,2.0,0.0,176.21,18.5,273.9
780,1.29,352.1,6.0,6.0,2.0,454.56,101.0,619.7
781,,,,,,,,
782,0.835,325.9,8.0,0.0,0.0,272.47,0.0,366.5
783,1.37,99.9,1.0,3.0,0.0,137.16,74.9,308.5
784,1.43,256.2,1.0,6.0,1.0,366.41,77.9,615.2
785,1.28,306.4,5.0,7.0,2.0,393.44,80.8,601.3
786,1.264,121.0,3.0,4.0,2.0,153.14,73.3,386.6
787,1.364,197.3,4.0,5.0,0.0,269.25,75.4,448.4
788,1.51,318.7,16.0,11.0,7.0,482.48,179.0,744.8
789,1.86,258.5,8.0,14.0,0.0,482.43,288.0,714.3
790,1.08,166.4,2.0,4.0,0.0,180.2,41.9,263.2
791,1.565,195.5,3.0,4.0,0.0,306.11,62.9,426.3
792,1.588,226.6,2.0,2.0,0.0,360.2,42.5,266.1
793,1.16,151.0,2.0,4.0,4.0,176.22,74.3,292.4
794,1.259,142.2,3.0,4.0,1.0,179.17,59.4,321.2
795,1.15,174.1,5.0,1.0,0.0,200.32,86.8,335.1
796,1.339,134.5,2.0,6.0,1.0,180.16,83.6,346.0
797,0.929,299.7,8.0,2.0,0.0,278.46,18.5,329.3
798,1.19,243.6,2.0,8.0,2.0,290.31,95.1,571.7
799,1.376,157.4,0.0,2.0,1.0,216.67,28.7,418.4
800,1.28,132.9,3.0,5.0,2.0,170.17,69.6,
801,1.054,180.4,2.0,2.0,0.0,190.24,22.4,
802,1.299,137.0,1.0,3.0,1.0,178.18,46.5,369.8
803,2.42,136.6,1.0,2.0,0.0,330.8,17.8,204.7
804,1.36,274.6,4.0,1.0,0.0,375.53,109.0,568.0
805,2.087,162.8,2.0,4.0,0.0,339.96,52.6,404.3
806,,,,,,,,
807,1.26,458.3,10.0,9.0,2.0,580.67,136.0,679.9
808,1.263,188.9,3.0,3.0,0.0,238.67,39.4,323.8
809,1.25,238.8,6.0,5.0,0.0,299.35,104.0,
810,1.22,198.4,5.0,4.0,2.0,242.27,62.2,527.9
811,1.458,123.1,0.0,2.0,1.0,179.6,29.1,366.0
812,1.336,233.6,6.0,4.0,3.0,312.36,69.9,554.1
813,1.244,363.6,9.0,7.0,2.0,452.5,102.0,642.0
814,,,8.0,5.0,1.0,352.46,62.1,503.3
815,1.224,501.1,11.0,8.0,2.0,613.71,113.0,777.3
816,2.087,162.8,2.0,4.0,0.0,339.96,52.6,404.3
817,1.426,164.2,3.0,6.0,0.0,234.21,75.4,377.0
818,1.21,240.1,3.0,4.0,2.0,292.33,58.2,551.6
819,1.74,205.8,2.0,5.0,0.0,359.04,45.1,400.7
820,1.311,189.2,3.0,3.0,0.0,248.11,45.8,370.5
821,1.528,258.0,8.0,7.0,5.0,394.37,127.0,747.9
822,1.63,453.3,18.0,15.0,7.0,740.66,239.0,988.2
823,1.45,352.6,7.0,10.0,3.0,511.57,131.0,804.4
824,1.22,230.1,2.0,4.0,1.0,281.37,63.8,415.2
825,1.328,234.2,5.0,4.0,2.0,311.26,61.6,435.0
826,1.23,300.6,6.0,5.0,2.0,370.47,82.7,601.8
827,1.4,327.4,5.0,8.0,0.0,458.42,121.0,784.9
828,1.25,290.6,3.0,7.0,3.0,364.4,95.6,
829,0.94,243.4,6.0,4.0,0.0,229.35,47.9,256.6
830,1.049,188.8,6.0,4.0,0.0,198.22,52.6,267.0
831,1.24,261.1,1.0,6.0,0.0,325.43,57.2,419.7
832,1.5,354.9,9.0,6.0,0.0,532.75,63.2,621.2
833,1.49,150.9,2.0,2.0,1.0,226.2,56.5,213.6
834,1.109,233.7,5.0,4.0,1.0,259.3,47.6,457.7
835,1.227,262.0,5.0,5.0,0.0,321.76,57.7,437.8
836,1.945,140.0,0.0,3.0,0.0,272.48,47.0,404.4
837,1.047,313.6,5.0,3.0,1.0,328.45,54.4,513.8
838,1.14,160.5,1.0,3.0,0.0,183.64,28.5,282.4
839,1.23,340.9,12.0,9.0,0.0,419.43,110.0,535.9
840,0.886,223.5,6.0,2.0,0.0,198.3,26.3,244.0
841,1.063,164.7,2.0,2.0,1.0,175.23,29.1,327.1
842,1.474,123.1,1.0,3.0,0.0,181.58,43.1,297.0
